"lp";"kod";"obszar";"iteracja";"nazwa_przeplywu";"typ";"profil";"target_end_time";"critical_end_time";"wersja";"opis_pliku";"sciezka_pliku";"zrodlo";"kontakt";"popup_html";"uwagi";"confluence_storage"
"82";"FID3C-710_ATC";"IDCC(c) - Walidacja domeny ATC";"IDCC(c)";"IVA_ATC";"710_ATC";"MIN";"03:10";"03:50";"1";"IVA_ATC (FID3C-710_ATC) — IVA dla odrębnej ścieżki walidacji domeny ATC.";"Perun4V [N03] → MinIO [N04] / Connector 2.0 [N05] → CCM [N01]";"Perun4V (N03)";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3C-710_ATC — IVA_ATC (IDCC(c))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> IVA_ATC (FID3C-710_ATC) — IVA dla odrębnej ścieżki walidacji domeny ATC.</p><p><strong>Ścieżka pliku:</strong> Perun4V [N03] → MinIO [N04] / Connector 2.0 [N05] → CCM [N01]</p><p><strong>Źródło:</strong> Perun4V (N03) &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 03:10 &nbsp; <strong>CET:</strong> 03:50 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"83";"FID3C-882";"IDCC(c) - Walidacja domeny ATC";"IDCC(c)";"Initial Intraday ATCs";"882";"MIN";"03:00";"03:20";"1";"Initial Intraday ATCs (FID3C-882) — początkowe wartości ATC dla intraday; wejście walidacji ATC. Składowa paczki.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"proces Core";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3C-882 — Initial Intraday ATCs (IDCC(c))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Initial Intraday ATCs (FID3C-882) — początkowe wartości ATC dla intraday; wejście walidacji ATC. Składowa paczki.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> proces Core &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 03:00 &nbsp; <strong>CET:</strong> 03:20 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"84";"FID3C-831";"IDCC(c) - Allocation Constraints";"IDCC(c)";"AC";"831";"2CCT";"04:15";"04:25";"3";"AC (Allocation Constraints, FID3C-831) — plik z wartościami ograniczeń alokacyjnych wyznaczonych przez PSE, publikowany do PuTo i do procesu Core. Format XML, MTU 15 min.";"ZP [N06] → Connector 2.0 [N05] → Core CC Tool [N02] → PuTo [N10] + MinIO [N04]";"ZP (N06)";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"Przyklady_FID3C-831_popup.html";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3C-831 — AC (IDCC(c))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> AC (Allocation Constraints, FID3C-831) — plik z wartościami ograniczeń alokacyjnych wyznaczonych przez PSE, publikowany do PuTo i do procesu Core. Format XML, MTU 15 min.</p><p><strong>Ścieżka pliku:</strong> ZP [N06] → Connector 2.0 [N05] → Core CC Tool [N02] → PuTo [N10] + MinIO [N04]</p><p><strong>Źródło:</strong> ZP (N06) &nbsp;|&nbsp; <strong>Profil:</strong> 2CCT &nbsp;|&nbsp; <strong>TET:</strong> 04:15 &nbsp; <strong>CET:</strong> 04:25 &nbsp; <strong>Wersja:</strong> 3</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"85";"FID3C-921";"IDCC(c) - Finalne wyniki NTC z procesu IDCC";"IDCC(c)";"Final Intraday NTCs";"921";"SFTP";"04:15";"04:30";"1";"Final Intraday NTC (FID3C-921) — finalne wyniki NTC (Net Transfer Capacity) z procesu IDCC; zdolności przesyłowe udostępniane na rynek intraday (XBID).";"proces Core / Kreator → sFTP [N12] / ZP";"proces Core";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3C-921 — Final Intraday NTCs (IDCC(c))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Final Intraday NTC (FID3C-921) — finalne wyniki NTC (Net Transfer Capacity) z procesu IDCC; zdolności przesyłowe udostępniane na rynek intraday (XBID).</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → sFTP [N12] / ZP</p><p><strong>Źródło:</strong> proces Core &nbsp;|&nbsp; <strong>Profil:</strong> SFTP &nbsp;|&nbsp; <strong>TET:</strong> 04:15 &nbsp; <strong>CET:</strong> 04:30 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"86";"FID3-607";"IDCC(d) - Dane wejściowe Initial TSO receiving";"IDCC(d)";"GLSK";"607";"2CCT";"06:20";"07:30";"3";"GLSK (Generation and Load Shift Keys, FID3-607) — klucze rozdziału zmian generacji/obciążenia dla strefy PL; dane wejściowe Initial TSO receiving.";"KreatorIDCF/DACF [N07/N08] → Connector 2.0 [N05] → Core CC Tool [N02] → MinIO [N04]";"Kreator (N07/N08)";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"Przyklady_FID3-607_popup.html";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-607 — GLSK (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> GLSK (Generation and Load Shift Keys, FID3-607) — klucze rozdziału zmian generacji/obciążenia dla strefy PL; dane wejściowe Initial TSO receiving.</p><p><strong>Ścieżka pliku:</strong> KreatorIDCF/DACF [N07/N08] → Connector 2.0 [N05] → Core CC Tool [N02] → MinIO [N04]</p><p><strong>Źródło:</strong> Kreator (N07/N08) &nbsp;|&nbsp; <strong>Profil:</strong> 2CCT &nbsp;|&nbsp; <strong>TET:</strong> 06:20 &nbsp; <strong>CET:</strong> 07:30 &nbsp; <strong>Wersja:</strong> 3</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"87";"FID3-617";"IDCC(d) - Dane wejściowe Initial TSO receiving";"IDCC(d)";"CBCORA";"617";"2CCT";"06:20";"07:30";"3";"CBCORA (Critical Branches & Critical Outages with Remedial Actions, FID3-617) — lista krytycznych elementów sieci (CNEC) PSE wraz z wyłączeniami; dane wejściowe TSO.";"KreatorIDCF/DACF [N07/N08] → Connector 2.0 [N05] → Core CC Tool [N02] → MinIO [N04]";"Kreator (N07/N08)";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"Przyklady_FID3-617_popup.html";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-617 — CBCORA (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> CBCORA (Critical Branches &amp; Critical Outages with Remedial Actions, FID3-617) — lista krytycznych elementów sieci (CNEC) PSE wraz z wyłączeniami; dane wejściowe TSO.</p><p><strong>Ścieżka pliku:</strong> KreatorIDCF/DACF [N07/N08] → Connector 2.0 [N05] → Core CC Tool [N02] → MinIO [N04]</p><p><strong>Źródło:</strong> Kreator (N07/N08) &nbsp;|&nbsp; <strong>Profil:</strong> 2CCT &nbsp;|&nbsp; <strong>TET:</strong> 06:20 &nbsp; <strong>CET:</strong> 07:30 &nbsp; <strong>Wersja:</strong> 3</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"88";"PERUN_ID3";"IDCC(d) - Individual Validation";"IDCC(d)";"AGR Paczka ZIP ID3 do Perun";"PERUN";"2MS";"08:30";"09:05";"1";"AGR Paczka ZIP (PERUN_ID3) — zagregowana paczka wejściowa do Perun4V (proces FBA); zawiera składowe: scalone GLSK, CGM, RefProg, początkową domenę FB, CB, wierzchołki, RA.";"Agregacja składowych → MinIO [N04] / sFTP [N12] → Perun4V [N03]";"agregacja";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">PERUN_ID3 — AGR Paczka ZIP ID3 do Perun (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> AGR Paczka ZIP (PERUN_ID3) — zagregowana paczka wejściowa do Perun4V (proces FBA); zawiera składowe: scalone GLSK, CGM, RefProg, początkową domenę FB, CB, wierzchołki, RA.</p><p><strong>Ścieżka pliku:</strong> Agregacja składowych → MinIO [N04] / sFTP [N12] → Perun4V [N03]</p><p><strong>Źródło:</strong> agregacja &nbsp;|&nbsp; <strong>Profil:</strong> 2MS &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"89";"FID3-610";"IDCC(d) - Individual Validation";"IDCC(d)";"Merged Generation and Load Shift Keys (GLSK)";"610";"MIN";"08:30";"09:05";"1";"Merged GLSK (FID3-610) — scalone GLSK wszystkich TSO regionu Core. Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"proces Core";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-610 — Merged Generation and Load Shift Keys (GLSK) (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Merged GLSK (FID3-610) — scalone GLSK wszystkich TSO regionu Core. Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> proces Core &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"90";"FID3-620";"IDCC(d) - Individual Validation";"IDCC(d)";"Merged DACF/IDCF Common Grid Model (CGM)";"620";"MIN";"08:30";"09:05";"4";"Merged DACF/IDCF Common Grid Model (CGM, FID3-620) — scalony wspólny model sieci zbudowany z modeli indywidualnych (IGM) TSO. Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"proces Core / Kreator";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-620 — Merged DACF/IDCF Common Grid Model (CGM) (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Merged DACF/IDCF Common Grid Model (CGM, FID3-620) — scalony wspólny model sieci zbudowany z modeli indywidualnych (IGM) TSO. Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> proces Core / Kreator &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 4</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"91";"FID3-632";"IDCC(d) - Individual Validation";"IDCC(d)";"Reference Program (RefProg)";"632";"MIN";"08:30";"09:05";"3";"Reference Program (RefProg, FID3-632) — program referencyjny: planowane salda wymiany międzyobszarowej. Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"proces Core";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-632 — Reference Program (RefProg) (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Reference Program (RefProg, FID3-632) — program referencyjny: planowane salda wymiany międzyobszarowej. Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> proces Core &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 3</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"92";"FID3-645";"IDCC(d) - Individual Validation";"IDCC(d)";"Initial FB Domain (RefProg Bal)";"645";"MIN";"08:30";"09:05";"1";"Initial FB Domain (Virgin / RefProg Bal, FID3-645) — początkowa domena Flow-Based. Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"Perun4V / proces Core";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-645 — Initial FB Domain (RefProg Bal) (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Initial FB Domain (Virgin / RefProg Bal, FID3-645) — początkowa domena Flow-Based. Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> Perun4V / proces Core &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"93";"FID3-657";"IDCC(d) - Individual Validation";"IDCC(d)";"Real Generation and Load Shift Keys (GLSK)";"657";"MIN";"08:30";"09:05";"1";"Real GLSK (FID3-657) — rzeczywiste klucze GLSK (po dostosowaniu do bieżącego stanu). Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"Kreator";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-657 — Real Generation and Load Shift Keys (GLSK) (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Real GLSK (FID3-657) — rzeczywiste klucze GLSK (po dostosowaniu do bieżącego stanu). Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> Kreator &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"94";"FID3-659";"IDCC(d) - Individual Validation";"IDCC(d)";"CGM Data Quality Check";"659";"MIN";"08:30";"09:05";"1";"CGM Data Quality Check (FID3-659) — raport kontroli jakości danych scalonego modelu CGM. Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"proces Core";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-659 — CGM Data Quality Check (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> CGM Data Quality Check (FID3-659) — raport kontroli jakości danych scalonego modelu CGM. Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> proces Core &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"95";"FID3-665";"IDCC(d) - Individual Validation";"IDCC(d)";"Individual Filtered Critical Branches (CB)";"665";"MIN";"08:30";"09:05";"1";"Individual Filtered Critical Branches (CB, FID3-665) — indywidualne, przefiltrowane gałęzie krytyczne PSE. Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"Kreator";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-665 — Individual Filtered Critical Branches (CB) (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Individual Filtered Critical Branches (CB, FID3-665) — indywidualne, przefiltrowane gałęzie krytyczne PSE. Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> Kreator &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"96";"FID3-701";"IDCC(d) - Individual Validation";"IDCC(d)";"Vertices of Initial FB Domain";"701";"MIN";"08:30";"09:05";"1";"Vertices of Initial FB Domain (FID3-701) — wierzchołki początkowej domeny Flow-Based. Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"Perun4V";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-701 — Vertices of Initial FB Domain (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Vertices of Initial FB Domain (FID3-701) — wierzchołki początkowej domeny Flow-Based. Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> Perun4V &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"97";"XID3_RA";"IDCC(d) - Individual Validation";"IDCC(d)";"Plik ze środkami zaradczymi z aplikacji KreatorDACF_CGMES";"RA";"MIN";"08:30";"09:05";"3";"Plik ze środkami zaradczymi (RA, XID3_RA) — remedial actions wygenerowane w Kreatorze; publikowane razem z GLSK/CBCORA i jako składowa paczki.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"KreatorIDCF (N08)";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">XID3_RA — Plik ze środkami zaradczymi z aplikacji KreatorDACF_CGMES (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Plik ze środkami zaradczymi (RA, XID3_RA) — remedial actions wygenerowane w Kreatorze; publikowane razem z GLSK/CBCORA i jako składowa paczki.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> KreatorIDCF (N08) &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 3</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"98";"FID3-710";"IDCC(d) - Individual Validation";"IDCC(d)";"IVA";"710";"3COL";"09:30";"10:06";"1";"IVA — Individual Validation Adjustment (FID3-710) — wynik indywidualnej walidacji domeny Flow-Based (z Perun4V); korekta domeny po walidacji TSO.";"Perun4V [N03] → MinIO [N04] / Connector 2.0 [N05] → CCM [N01]";"Perun4V (N03)";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-710 — IVA (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> IVA — Individual Validation Adjustment (FID3-710) — wynik indywidualnej walidacji domeny Flow-Based (z Perun4V); korekta domeny po walidacji TSO.</p><p><strong>Ścieżka pliku:</strong> Perun4V [N03] → MinIO [N04] / Connector 2.0 [N05] → CCM [N01]</p><p><strong>Źródło:</strong> Perun4V (N03) &nbsp;|&nbsp; <strong>Profil:</strong> 3COL &nbsp;|&nbsp; <strong>TET:</strong> 09:30 &nbsp; <strong>CET:</strong> 10:06 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"99";"FID3-710";"IDCC(d) - Individual Validation";"IDCC(d)";"IVA Backup";"710_BCK";"MIN";"09:30";"10:06";"1";"IVA Backup (FID3-710) — backupowa wersja IVA generowana przez CCA (publikowana do cca/…/out/), na wypadek braku/niezgodności IVA podstawowego.";"CCA [N09] → MinIO cca/…/out/ [N04] → CCM [N01]";"CCA (N09)";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-710 — IVA Backup (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> IVA Backup (FID3-710) — backupowa wersja IVA generowana przez CCA (publikowana do cca/…/out/), na wypadek braku/niezgodności IVA podstawowego.</p><p><strong>Ścieżka pliku:</strong> CCA [N09] → MinIO cca/…/out/ [N04] → CCM [N01]</p><p><strong>Źródło:</strong> CCA (N09) &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 09:30 &nbsp; <strong>CET:</strong> 10:06 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"100";"FID3-632";"IDCC(d) - Individual Validation";"IDCC(d)";"Reference Program (RefProg)";"632";"MIN";"08:30";"09:05";"3";"Reference Program (RefProg, FID3-632) — program referencyjny: planowane salda wymiany międzyobszarowej. Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"proces Core";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-632 — Reference Program (RefProg) (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Reference Program (RefProg, FID3-632) — program referencyjny: planowane salda wymiany międzyobszarowej. Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> proces Core &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 3</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"101";"FID3-645";"IDCC(d) - Individual Validation";"IDCC(d)";"Initial FB Domain (RefProg Bal)";"645";"MIN";"08:30";"09:05";"1";"Initial FB Domain (Virgin / RefProg Bal, FID3-645) — początkowa domena Flow-Based. Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"Perun4V / proces Core";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-645 — Initial FB Domain (RefProg Bal) (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Initial FB Domain (Virgin / RefProg Bal, FID3-645) — początkowa domena Flow-Based. Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> Perun4V / proces Core &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"102";"FID3-882";"IDCC(d) - Individual Validation";"IDCC(d)";"Initial Intraday ATCs";"882";"MIN";"08:30";"08:50";"1";"Initial Intraday ATCs (FID3-882) — początkowe wartości ATC dla intraday; wejście walidacji ATC. Składowa paczki.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"proces Core";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-882 — Initial Intraday ATCs (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Initial Intraday ATCs (FID3-882) — początkowe wartości ATC dla intraday; wejście walidacji ATC. Składowa paczki.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> proces Core &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 08:50 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
